Çağrı No;Açılış Tarihi;Açan Birim;Birim/Şube;Servis;Ekran;Durum;2. Seviye Kullanıcı Destek Çözen/Yönlendiren;Atanan TM;Çözüm Kodu;Çözüm Tarihi
132708385;02.09.2025 15:46;Kadirli Şubesi;Şube;Bireysel Krediler Servisi;Bireysel Kredi Başvuru ve Kullandırım;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 16:06
132710308;02.09.2025 15:56;Körfez/İskenderun Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 10:26
132712784;02.09.2025 15:59;Şişli Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;02.09.2025 16:35
132713239;02.09.2025 15:58;Ticari Krediler Müdürlüğü 5;Birim;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;02.09.2025 16:31
132713257;02.09.2025 16:01;Yakacık Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;02.09.2025 16:27
132715990;02.09.2025 16:05;Çukurambar Ankara Özel Bankacılık Şubesi;Şube;CRM Servisi;Ürün Eğilimi Sorgula;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 11:00
132716428;02.09.2025 16:08;Mustafa Kemal Mahallesi Ankara Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 17:40
132717469;02.09.2025 16:08;Afşin Şubesi;Şube;Banka Sigortacılığı Servisi;Vefat İhbar Talebi Oluştur;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 16:30
132717984;02.09.2025 16:09;Ege Bölge Kredi Yapılandırma ve Risk Tasfiye Müdürlüğü;Birim;Takip Servisi;Takipli Müşteri ve Dosya Arama Listesi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:13
132721728;02.09.2025 16:19;Ortaca Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 17:38
132721821;02.09.2025 16:18;Yalova Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:16
132721984;02.09.2025 16:17;Çınar Denizli Şubesi;Şube;Ticari Krediler Servisi;KOSGEB Destek Programları Sorgula;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 11:46
132722854;02.09.2025 16:18;Reyhanlı Hatay Şubesi;Şube;Ticari Krediler Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 17:02
132724365;02.09.2025 16:20;Tavşanlı Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;03.09.2025 10:01
132725335;02.09.2025 16:22;Dikilitaş Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Firma Kredi Teklif İşlemleri;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;03.09.2025 09:08
132725439;02.09.2025 16:23;Zonguldak Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Manuel Limit Conversion;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 16:50
132726258;02.09.2025 16:24;Merter Ticari Şubesi;Şube;Kredi Teminat Yönetimi Servisi;Müşterek Teminat Giriş/Çıkış/Güncelle;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;02.09.2025 17:56
132728519;02.09.2025 16:32;Gebze Organize Sanayi Şubesi;Şube;Skorlama Servisi;Skor Talep Girişi;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:28
132728526;02.09.2025 16:32;Edirne Şubesi;Şube;Kredi Kartları Yönetimi Servisi;Ticari Kredi Kartı Başvurusu Yap(TFGK);Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 11:26
132728666;02.09.2025 16:29;Sütçü İmam Kahramanmaraş Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 17:47
132729184;02.09.2025 16:30;Aydın Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;02.09.2025 16:45
132729288;02.09.2025 16:31;Tavukçuyolu İstanbul Şubesi;Şube;Ticari Krediler Servisi;Ticari Kredi Güncelle;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;09.09.2025 09:41
132730670;02.09.2025 16:33;Dijital Bankacılık Müdürlüğü;Birim;İnternet Bankacılığı Servisi;Müşteri ve Hesap Tanımı;Çözüldü/Kapalı;Akif;UAC.Internet Bankaciligi;Geçici/Alternatif Çözüm;04.09.2025 13:47
132731391;02.09.2025 16:35;Atm, İnternet, Çağrı Merkezi ve Açık Bankacılık Uygulama Geliştirme Müdürlüğü;Birim;DP PC Yönetimi Servisi;;Çözüldü/Kapalı;İbrahim;UAC.Çağrı Merkezi;Konfigürasyon Kaynaklı;12.09.2025 09:14
132732943;02.09.2025 16:38;Girne Bulvarı/İzmir Şubesi;Şube;Para Transferleri Servisi;Hesap Hareketleri;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 10:25
132734434;02.09.2025 16:39;Yenimahalle Silivri İstanbul Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:13
132736935;02.09.2025 16:44;Emlakkent/Çorlu Şubesi;Şube;Uygulama Altyapı Servisi;Dış Ticaret Talimat Girişi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 17:19
132736955;02.09.2025 16:45;Alsancak/İzmir Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;03.09.2025 17:02
132737250;02.09.2025 16:45;Çorum Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 17:00
132737893;02.09.2025 16:51;Lara-Antalya Şubesi;Şube;Ticari Krediler Servisi;Ticari Krediler Hata Log Ekranı;Çözüldü/Kapalı;Burak;UDK.MobilUygulamalar1;Geçici/Alternatif Çözüm;04.09.2025 17:09
132739992;02.09.2025 16:56;Nizip Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hızlı Başvuru Kural Tanım;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;03.09.2025 10:22
132740017;02.09.2025 16:57;Yalova Şubesi;Şube;Skorlama Servisi;Skor Talep Girişi;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 17:38
132740202;02.09.2025 16:55;Konya Nalçacı Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:38
132741107;02.09.2025 16:57;Saha ve Müşteri Analiz Müdürlüğü;Birim;İçerik Yönetimi Servisi;VB İz;Çözüldü/Kapalı;İbrahim;UPY.CRM ve Bildirim Yönetimi;Geçici/Alternatif Çözüm;03.09.2025 16:34
132742183;02.09.2025 17:00;Mardin Şubesi;Şube;Skorlama Servisi;Skor Talep Girişi;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;02.09.2025 17:50
132744460;02.09.2025 17:01;Kilimli Zonguldak Şubesi;Şube;Bireysel Krediler Servisi;TKD Bireysel Yapılandırma Kredisi Kullandırım;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 11:22
132744808;02.09.2025 17:02;Saha ve Müşteri Analiz Müdürlüğü;Birim;İçerik Yönetimi Servisi;VB İz;Çözüldü/Kapalı;Emre;UPY.Doküman Yönetimi;Geçici/Alternatif Çözüm;05.09.2025 14:30
132746757;02.09.2025 17:04;Etlik Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:30
132747822;02.09.2025 17:09;Üye İşyeri Operasyonları Müdürlüğü;Birim;Pos Servisi;İlave POS Talep Giriş;Çözüldü/Kapalı;Tuğba;UÖS.Üye İşyeri ve Fiziki Pos;Kullanıcı Hatası/Bilgi Eksikliği;10.09.2025 17:26
132747839;02.09.2025 17:06;Ege 3. Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Hazır Limit Kısa Başvuru;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 17:28
132748245;02.09.2025 17:06;Tekirdağ Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Manuel Limit Conversion;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:44
132755649;02.09.2025 17:12;Sandıklı/Afyon Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 17:58
132755659;02.09.2025 17:13;Söğütözü Ankara Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Müşteri Limit Listesi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;03.09.2025 11:01
132756600;02.09.2025 17:14;Hoşdere Ankara Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;03.09.2025 14:41
132760307;02.09.2025 17:24;İmes Dudullu Ticari Şubesi;Şube;CRM Servisi;Ticari İşlem Ücreti İade Giriş;Çözüldü/Kapalı;Emre;UPY.Fiyatlama Yönetimi;Uygulama Geliştirme/Yazılım Kaynaklı;03.09.2025 12:31
132760467;02.09.2025 17:22;Tüccarbaşı Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Krediler Kullandırım;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;İş Akışı İptal/Kilit Kaldır;03.09.2025 09:09
132761850;02.09.2025 17:26;Yeşilyayla Bursa Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:33
132761892;02.09.2025 17:28;Ticari Krediler Müdürlüğü 4;Birim;Kredi Tahsis Yönetimi Servisi;Hazır Limit Listele;Çözüldü/Kapalı;Tuğba;UTK.Tahsis;Kullanıcı Hatası/Bilgi Eksikliği;04.09.2025 14:42
132761906;02.09.2025 17:28;Osmaniye Şubesi;Şube;Banka Sigortacılığı Servisi;Poliçe İptal;Çözüldü/Kapalı;Tuğba;UBK.Banka Sigortacılığı;Geçici/Alternatif Çözüm;03.09.2025 09:23
132761912;02.09.2025 17:29;Aydın Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştirme;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;02.09.2025 18:17
132763023;02.09.2025 17:28;Cennet Mahallesi Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;05.09.2025 09:10
132763948;02.09.2025 17:29;Lüleburgaz Cadde Şubesi;Şube;Ticari Krediler Servisi;Teminat Mektubu Çıkış ;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 13:57
132768317;02.09.2025 17:37;Gaziemir İzmir Şubesi;Şube;Ticari Krediler Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;03.09.2025 10:35
132768319;02.09.2025 17:38;Bakırköy Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;Tuğba;UTK.Tahsis;Geçici/Alternatif Çözüm;04.09.2025 11:14
132768319;02.09.2025 17:38;Bakırköy Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;Tuğba;UTK.Tahsis;Geçici/Alternatif Çözüm;04.09.2025 11:14
132768393;02.09.2025 17:37;Kart Pazarlama Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;Kredi Kartı Detay Listesi;Çözüldü/Kapalı;Tuğba;UÖS.Tarım Kart ve Kampanya Uygulamaları;Geçici/Alternatif Çözüm;15.09.2025 15:28
132768638;02.09.2025 17:37;Esenyurt Sanayi/İstanbul Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 11:54
132770405;02.09.2025 17:43;Hazine Pazarlama ve Satış Müdürlüğü;Birim;Fiyatlama Yönetimi Servisi;Özel Kur Tanımlı Müşteri İşlemleri ;Çözüldü/Kapalı;Tuğba;UHD.Arka Ofis ve Döviz Yönetimi;İş Birimi Talebi;09.09.2025 16:26
132772308;02.09.2025 17:43;Sincan Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:41
132772322;02.09.2025 17:45;Kütahya Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 11:28
132773696;02.09.2025 17:47;Davutpaşa Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 10:20
132775206;02.09.2025 17:55;Feriköy İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 10:16
132775233;02.09.2025 17:59;Maltepe/İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 10:48
132775320;02.09.2025 17:53;Diyarbakır Şubesi;Şube;Ticari Krediler Servisi;Ticari Krediler Hata Log Ekranı;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:50
132775673;02.09.2025 17:55;Kültürpark Aksaray Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;İş Akışı İptal/Kilit Kaldır;03.09.2025 15:00
132775675;02.09.2025 17:55;Erciş Şubesi;Şube;Kredi Teminat Yönetimi Servisi;Elektronik İpotek Tesis Başvurusu Yap ;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 14:25
132776294;02.09.2025 17:57;Bergama Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 13:48
132776740;02.09.2025 17:55;Antalya Ticari Şubesi;Şube;Ticari Krediler Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Tuğba;UTK.Ticari Krediler 1;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 14:12
132776740;02.09.2025 17:55;Antalya Ticari Şubesi;Şube;Ticari Krediler Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Tuğba;UTK.Ticari Krediler 2;RESOLVEDBYFIX;03.09.2025 14:12
132779764;02.09.2025 18:10;Hadımköy Yolu Esenyurt İstanbul Şubesi;Şube;ATM Servisi;Ortak ATM Hesaplaşma Listesi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 11:27
132889877;03.09.2025 08:21;Müşteri İletişim Merkezi Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;Kredi Kartı Nakit Avans;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:49
132892008;03.09.2025 08:51;Menemen Şubesi;Şube;Çek-Senet Servisi;Çek Durum Güncelle;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;03.09.2025 11:44
132893113;03.09.2025 09:08;Hukuk İşleri İzleme ve Değerlendirme Müdürlüğü;Birim;Takip Servisi;Takip Süreç Listesi;Çözüldü/Kapalı;Burak;UİT.Yasal Takip;Kullanıcı Hatası/Bilgi Eksikliği;05.09.2025 12:12
132894769;03.09.2025 09:07;Çaycuma Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:56
132894991;03.09.2025 09:08;Maltepe E-5 İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;Emre;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;05.09.2025 10:37
132895020;03.09.2025 09:12;Nazilli Sanayi Aydın Şubesi;Şube;Mevduat Servisi;Para Çek;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 10:11
132895932;03.09.2025 09:09;Nazilli Sanayi Aydın Şubesi;Şube;Mevduat Servisi;Para Yatır;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:48
132896109;03.09.2025 09:10;Ünye Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 10:33
132896850;03.09.2025 09:12;Kemalpaşa Organize Sanayi/İzmir Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;03.09.2025 10:06
132897788;03.09.2025 09:21;Kredi Analitik Müdürlüğü;Birim;Kredi İzleme Servisi;Aksama Listesi;Çözüldü/Kapalı;Yavuz;UİT.Kredi İzleme;Genel Sorun/İş Birimi Kaynaklı;03.09.2025 16:46
132898035;03.09.2025 09:15;Alacaatlı Ankara Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 10:12
132898552;03.09.2025 09:18;Beyşehir Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Skorkart Limit Tanımı;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;03.09.2025 10:32
132899625;03.09.2025 09:23;Alanya Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kısa Başvuru;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:53
132901370;03.09.2025 09:28;Boyabat/Sinop Şubesi;Şube;Kredi Teminat Yönetimi Servisi;Elektronik İpotek Tesis Başvurusu Yap ;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 15:58
132901894;03.09.2025 09:25;Yalova Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Program/Yazılım Güncellemesi ile Çözüldü;04.09.2025 08:18
132902390;03.09.2025 09:28;Denizli Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Yeniden Yapılandırma Başvurusu ;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 10:04
132903021;03.09.2025 09:29;Şile İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:57
132903573;03.09.2025 09:30;Kartlı Sistemler Müşteri Hizmetleri Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;Tarım Kart Bekleyen Ödemeler Listesi;Aktarıldı;Nursema;UÖS.Tarım Kart ve Kampanya Uygulamaları;;
132904901;03.09.2025 09:31;Gaziantep Adliye Şubesi;Şube;CRM Servisi;İş İstek Girişi;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;İş Akışı İptal/Kilit Kaldır;03.09.2025 13:54
132905912;03.09.2025 09:32;Konya Bölge Krediler Müdürlüğü;Birim;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kayıt iptal edildi;03.09.2025 10:43
132906124;03.09.2025 09:32;Mecidiyeköy Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 12:19
132908176;03.09.2025 09:35;Dragos İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru;Çözüldü/Kapalı;Burak;UTK.Tahsis;Geçici/Alternatif Çözüm;05.09.2025 17:02
132908793;03.09.2025 09:38;İpekyolu-Van Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Yavuz;2. Seviye Kullanıcı Destek;Geçici/Alternatif Çözüm;03.09.2025 10:38
132909240;03.09.2025 09:37;Beyazıt İstanbul Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 10:10
132909682;03.09.2025 09:38;Nizip Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 09:56
132910003;03.09.2025 09:40;İskenderun Ticari Şubesi;Şube;Ticari Krediler Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 13:31
132914363;03.09.2025 09:43;Bayramyeri Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 12:10
132914690;03.09.2025 09:44;Esentepe Kurumsal Şubesi;Birim;CRM Servisi;Ticari İşlem Ücreti İade Giriş;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kayıt iptal edildi;03.09.2025 10:27
132914855;03.09.2025 09:42;Beşiktaş Çarşı İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştir;Çözüldü/Kapalı;Serkan;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 10:14
132915058;03.09.2025 09:43;Çorum Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvuru Yap;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;03.09.2025 17:30
132915272;03.09.2025 09:45;Anbar Kayseri Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Kullanılabilir Limit Simülasyonu;Çözüldü/Kapalı;Burak;2. Seviye Kullanıcı Destek;İş Akışı İptal/Kilit Kaldır;03.09.2025 10:21
